Project Name	Image Filename	Extracted Text
130566113 Cuenta digital | Proceso de construcción de landings	behance_130566113_10.gif	
130566113 Cuenta digital | Proceso de construcción de landings	behance_130566113_11.png	"Pa ata coTKte)

Construimos las imagenes
en pandemia

La situacion sanitaria mundial nos invité a construir los encabezados de

nuestras landings de una forma distinta a la que estabamos acostumbrados.

ferred ten os osm a grote teh cee cute Meet Mureceure key
Pere eet c Steet

 

=o"
130566113 Cuenta digital | Proceso de construcción de landings	behance_130566113_09.gif	"Gabriela Marques,
‘Roberto Casios

[Ana Domingues

 

 

 

 

Un asset para cada historia

Si bien nuestros productos se encuentran disponibles
en varias regiones, utilizamos distintas imagenes para
darlos a conocer en cada una de ellas.

Llevamos al frente la propuesta de valor que mds se
ajusta a las necesidades del negocio local.

=“"
130566113 Cuenta digital | Proceso de construcción de landings	behance_130566113_05.png	"01—

Relevamos y
entendimos los
atributos de cada
producto

Identificamos todos los productos
y servicios de la Cuenta Digital de
Mercado Pago y sus cualidades.

Priorizamos los productos y sus
atributos para contar la historia y
los clasficamos en temas.

 

im]

NUESTRO PROCESO

éCdémo construimos la historia

de la landing?

02—

Agrupamos los
productos en
secciones

Alineamos las particularidades
de cada producto con el valor
agregado cross para el negocio
y el valor percibido por
nuestros usuarios.

03—

Jerarquizamos
los productos
mas relevantes

Ordenamos las secciones de lo
general a lo particular: llevamos al
frente los primeros productos que
nuestros usuarios utilizan cuando
crean su cuenta.

Mostramos, también, las
herramientas para vender que
nuestros usuarios pueden utilizar
para cobrar y gestionar su negocio."
130566113 Cuenta digital | Proceso de construcción de landings	behance_130566113_02.png	"CONTEXTO

tel

I De billetera a cuenta digital

Nuestros usuarios nos percibian como una billetera virtual con la que podian
cobrar y pagar, pero necesitabamos contarles que éramos mucho mas que eso: \

 

\ 8

Una cuenta digital para administrar dinero y realizar operaciones financieras de ye
forma segura, répida y sencilla.

 

 

 

BILLETERA CUENTA DIGITAL"
130566113 Cuenta digital | Proceso de construcción de landings	behance_130566113_08.png	"UNA LANDING PARA CADA PAS

Adaptamos el contenido, no solo

Pensamos en lenguaje local

Asi como una misma expresion puede
decirse de distintas formas seguin la region,
una misma palabra puede tener distinto
significado. Por eso, adaptamos el
contenido para cada pais.

Tu, vos, vocé

Pensamos los pronombres
y los verbos en base a las
variantes de los idiomas
de nuestros usuarios.

lo traducimos

Un caso real
Mientras que en Argentina se usa la
palabra “ahorrar”, en México utilizan el
tétmino “dejar el dinero debajo det

! colchén” para referirse al ahorro.

Ganas mas dinero
que dejandolo debajo

del colchon

Generas rendimientos diarios y tu dinero esta
siempre disponible para usar o retirar.

Es automatico: lo activas una vez y no
necesitas hacer nada més.

Rinde [n] % anual.

    
 

por GBM y se
endimiento:

Los rendimientos son

  

calculan en |
futuros no se garant

Tu eliges cémo ingresar dinero a tu cuenta
e"
130566113 Cuenta digital | Proceso de construcción de landings	behance_130566113_14.png	"od

foretell TMs (MM (olor lel la

eee eon eet stor
erence Ranta cra
Coorn conto Tt an CN MSO
de cada pais.

cae

eats CE Seu

(ecru tess SMT eeke a
Petree erie Re este n Ne at)
Cee eee ene mss
seen on

Ce neat ery

Ieee irre tte aaa
Con NAR ior Re Reo
one Mteeeuler(cim- Relay
Teemu teeth el Caen ae

Reposicionamos la
Cuenta digital Mercado Pago
en toda la region

Ademés de construir las 3 landing, para Argentina, Brasil y México,
este proceso nos permitié ampliar la producidn y el impacto a
Colombia, Chile, Uruguay y Pert. Vistalas:"
130566113 Cuenta digital | Proceso de construcción de landings	behance_130566113_16.png	"jGracias por visitarnos!

Créditos
\Z ;
UX Desarrollo Producto y Marketing
Federico Codino Diego Ghersi Daniela Massa
Leandro Di Pasquale Diego Javier Morales Julieta Hang
Paulo Rubiano Felipe Randolfi Fernando Davel
Gaston Vega Edgar Nicolas Aguilera Max Menis
Mercedes Lara Damian Pugliese
Nicolas Cardalda Alexaila Contreras
mercadolibreuxteam Joaquin Lluis Geraldyn Chirinos De Sousa

Yanina Olmo
Agustina Todea
Camilo Luna
Camila Neme
Pablo Arcieri

Florencia Clemente

gQuerés ver mas? Seguinos.

No te olvides de apreciar, comentar y seguirnos para no perderte
las Ultimas novedades del equipo de UX de Mercado Libre

Be @ v @ni

Behance Dribbble Instagram Twitter Medium

S"
130566113 Cuenta digital | Proceso de construcción de landings	behance_130566113_12.gif	
130566113 Cuenta digital | Proceso de construcción de landings	behance_130566113_06.png	"Pema

Creamos una landing escalable que se adapta a
la propuesta de valor de cada region

Regionalizacion

Dees sie Curls
Pea eel
requerimientos locales.

Vee ce eon eur
eee Renner Cee eae Oca
Crete Cea Mr
Neer DMC Mccann
Reet cee IMI ser
ees ge ele ec Nese
reas

re

Dentro del médulo también
Peers eee Sy
ees

 

 

 

 

 

Escalabilidad

Junto con el equipo de
ipyecrTicel oN Tn seeM UAT)
landing estructurada en
modulos para que sea

escalable a nivel técnico.

 

 

 

 

 

IV ete ced

See Ree ed
Dee o

 

 

 

 

 

 

 

 

El resultado, fruto del
trabajo colaborativo

Porter CRIS
CereertieRUN TT Mere le ta
eee eto Re eRe eer

a"
